<<<<<<< Updated upstream
0;0.161214
0.0628319;0.222887
0.125664;0.283681
0.188496;0.343355
0.251327;0.401674
0.314159;0.458408
0.376991;0.513333
0.439823;0.566232
0.502655;0.616896
0.565487;0.665127
0.628319;0.710732
0.69115;0.753532
0.753982;0.793358
0.816814;0.83005
0.879646;0.86347
0.942478;0.893482
1.00531;0.919969
1.06814;0.942824
1.13097;0.961955
1.19381;0.977294
1.25664;0.988771
1.31947;0.99635
1.3823;1
1.44513;0.999696
1.50796;0.99545
1.5708;0.987275
1.63363;0.975208
1.69646;0.959286
1.75929;0.939578
1.82212;0.91617
1.88496;0.889137
1.94779;0.858597
2.01062;0.824674
2.07345;0.787492
2.13628;0.7472
2.19911;0.703966
2.26195;0.657945
2.32478;0.609335
2.38761;0.558318
2.45044;0.505097
2.51327;0.449882
2.57611;0.392892
2.63894;0.334351
2.70177;0.274492
2.7646;0.213548
2.82743;0.151762
2.89027;0.0893768
2.9531;0.0266392
3.01593;-0.0362037
3.07876;-0.0989038
3.14159;-0.161214
3.20442;-0.222887
3.26726;-0.283681
3.33009;-0.343355
3.39292;-0.401674
3.45575;-0.458408
3.51858;-0.513333
3.58142;-0.566232
3.64425;-0.616896
3.70708;-0.665127
3.76991;-0.710732
3.83274;-0.753532
3.89557;-0.793358
3.95841;-0.83005
4.02124;-0.86347
4.08407;-0.893482
4.1469;-0.919969
4.20973;-0.942824
4.27257;-0.961955
4.3354;-0.977294
4.39823;-0.988771
4.46106;-0.99635
4.52389;-1
4.58673;-0.999696
4.64956;-0.99545
4.71239;-0.987275
4.77522;-0.975208
4.83805;-0.959286
4.90088;-0.939578
4.96372;-0.91617
5.02655;-0.889137
5.08938;-0.858597
5.15221;-0.824674
5.21504;-0.787492
5.27788;-0.7472
5.34071;-0.703966
5.40354;-0.657945
5.46637;-0.609335
5.5292;-0.558318
5.59203;-0.505097
5.65487;-0.449882
5.7177;-0.392892
5.78053;-0.334352
5.84336;-0.274492
5.90619;-0.213548
5.96903;-0.151762
6.03186;-0.0893768
6.09469;-0.0266393
6.15752;0.0362037
6.22035;0.0989038
------------------------
0;0.161214
0.0628319;0.222887
0.125664;0.283681
0.188496;0.343355
0.251327;0.401674
0.314159;0.458408
0.376991;0.513333
0.439823;0.566232
0.502655;0.616896
